         83319207 function calls (76446223 primitive calls) in 27.215 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
23515/4006    0.075    0.000    0.463    0.000 xmlchildcontainer.py:87(_check_if_sequence_requires_elements)
     5744    0.074    0.000    0.495    0.000 xmlelement.py:265(<listcomp>)
     7489    0.068    0.000    2.172    0.000 xmlelement.py:381(__getattr__)
   230634    0.066    0.000    0.540    0.000 xsdtree.py:149(get_children)
    36669    0.063    0.000    0.420    0.000 xmlchildcontainer.py:352(choices_in_reversed_path)
   502548    0.062    0.000    0.062    0.000 xsdelement.py:13(xsd_tree)
25759/20646    0.061    0.000    7.739    0.000 xmlwrapper.py:28(__setattr__)
    71939    0.058    0.000    0.106    0.000 tree.py:107(add_child)
   457245    0.057    0.000    0.060    0.000 {method 'get' of 'dict' objects}
    42739    0.055    0.000    0.378    0.000 ElementPath.py:394(findall)
51361/1900    0.055    0.000    0.397    0.000 xmlchildcontainer.py:521(get_leaves)
     8527    0.055    0.000   11.762    0.001 xmlelement.py:77(_convert_attribute_to_child)
     7674    0.053    0.000   18.124    0.002 xmlelement.py:31(__init__)
    36669    0.052    0.000    0.084    0.000 xmlchildcontainer.py:354(<listcomp>)
    42739    0.051    0.000    0.474    0.000 xsdtree.py:53(_populate_children)
63176/12022    0.050    0.000    0.065    0.000 tree.py:56(level)
     6634    0.049    0.000    0.173    0.000 xmlchildcontainer.py:252(_update_requirements_in_path)
     6634    0.046    0.000    0.112    0.000 xmlchildcontainer.py:400(select_valid_leaves)
   169760    0.045    0.000    0.045    0.000 {method 'split' of 'str' objects}
     2317    0.043    0.000    0.247    0.000 xmlchildcontainer.py:284(_set_requirements_fulfilled)
38733/4007    0.041    0.000    0.471    0.000 xmlchildcontainer.py:42(_check_if_container_requires_elements)
    28630    0.040    0.000    1.142    0.000 xsdelement.py:39(__copy__)
    55417    0.039    0.000    0.057    0.000 xmlchildcontainer.py:166(_check_content_type)
   106190    0.038    0.000    0.038    0.000 {built-in method builtins.getattr}
     8825    0.038    0.000    0.437    0.000 xmlelement.py:138(_set_attributes)
     4007    0.038    0.000    0.929    0.000 xmlchildcontainer.py:480(check_required_elements)
    55417    0.038    0.000    0.095    0.000 xmlchildcontainer.py:346(content)
    34520    0.037    0.000    0.049    0.000 copy.py:242(_keep_alive)
     6634    0.037    0.000    2.363    0.000 xmlchildcontainer.py:396(add_element)
     4392    0.037    0.000    0.070    0.000 xmlchildcontainer.py:564(set_force_validate)
    15003    0.035    0.000    0.060    0.000 xsdtree.py:225(get_simple_content_extension)
    20362    0.033    0.000    0.059    0.000 copy.py:258(_reconstruct)
   220953    0.031    0.000    0.031    0.000 xsdelement.py:35(xml_elements)
   166774    0.030    0.000    0.031    0.000 {method 'join' of 'str' objects}
7583/7580    0.030    0.000    0.379    0.000 xsdsimpletype.py:19(__init__)
     7674    0.029    0.000   15.624    0.002 ElementPath.py:388(find)
   238101    0.028    0.000    0.028    0.000 {method 'append' of 'list' objects}
    15290    0.028    0.000    0.040    0.000 xmlchildcontainer.py:370(max_is_reached)
    60108    0.028    0.000    0.034    0.000 xsdtree.py:130(xml_element_tree_element)
28803/10410    0.027    0.000    0.331    0.000 xmlchildcontainer.py:98(validate_child)
    32336    0.026    0.000    0.302    0.000 xmlchildcontainer.py:549(func)
    15166    0.026    0.000    0.041    0.000 xsdsimpletype.py:85(_check_value_type)
    34520    0.025    0.000    0.061    0.000 xsdelement.py:7(__init__)
    26165    0.025    0.000    0.041    0.000 xsdtree.py:184(get_restriction)
    34520    0.025    0.000    0.036    0.000 xsdelement.py:17(xsd_tree)
    42739    0.025    0.000    0.402    0.000 {method 'findall' of 'xml.etree.ElementTree.Element' objects}
    10848    0.024    0.000    0.038    0.000 xmlwrapper.py:35(<listcomp>)
    10647    0.024    0.000    0.041    0.000 xsdtree.py:154(get_complex_content)
     8719    0.023    0.000    0.355    0.000 xmlelement.py:214(value_)
   100826    0.023    0.000    0.023    0.000 ElementPath.py:178(select)
    20362    0.023    0.000    0.023    0.000 {method '__reduce_ex__' of 'object' objects}
    44142    0.023    0.000    0.057    0.000 tree.py:99(up)
    90741    0.022    0.000    0.022    0.000 {method 'startswith' of 'str' objects}
    99508    0.022    0.000    0.031    0.000 xsdtree.py:289(get_xsd_tree)
7583/7580    0.021    0.000    0.051    0.000 xsdsimpletype.py:34(_check_value)
   165478    0.021    0.000    0.021    0.000 xmlchildcontainer.py:384(requirements_not_fulfilled)
   144816    0.021    0.000    0.021    0.000 xmlchildcontainer.py:366(force_validate)
     5890    0.020    0.000    0.251    0.000 xmlchildcontainer.py:16(_convert_xsd_child_to_xsd_container)
9521/9108    0.019    0.000    0.042    0.000 chord.py:553(__setattr__)
    35469    0.019    0.000    0.518    0.000 xmlelement.py:256(get_children)
   152828    0.019    0.000    0.019    0.000 xsdattribute.py:14(xsd_tree)
13374/1900    0.019    0.000    0.391    0.000 xmlchildcontainer.py:530(<listcomp>)
    34059    0.019    0.000    0.019    0.000 {method 'union' of 'set' objects}
    11382    0.019    0.000    2.107    0.000 xmlelement.py:200(possible_children_names)
     8613    0.018    0.000   15.642    0.002 {method 'find' of 'xml.etree.ElementTree.Element' objects}
     6634    0.017    0.000    2.388    0.000 xmlelement.py:241(add_child)
    14811    0.017    0.000    0.028    0.000 util.py:49(isinstance_as_string)
8218/8217    0.017    0.000    1.187    0.000 xmlwrapper.py:41(__getattr__)
   103560    0.017    0.000    0.017    0.000 {built-in method builtins.id}
     7583    0.017    0.000    0.027    0.000 xsdtree.py:216(<listcomp>)
     7583    0.016    0.000    0.088    0.000 xsdsimpletype.py:120(_populate_pattern)
     7674    0.016    0.000    1.820    0.000 xmlelement.py:103(_create_child_container_tree)
     7583    0.016    0.000    0.037    0.000 xsdtree.py:218(<listcomp>)
    53101    0.015    0.000    0.019    0.000 xmlchildcontainer.py:174(_check_child_to_be_added)
    16639    0.015    0.000    0.025    0.000 xsdattribute.py:66(is_required)
   6011/1    0.015    0.000    1.278    1.278 xmlelement.py:119(_final_checks)
     7583    0.014    0.000    0.039    0.000 xsdtree.py:190(get_xsd_pattern)
     7583    0.014    0.000    0.102    0.000 xsdtree.py:213(get_permitted)
    50413    0.014    0.000    0.014    0.000 ElementPath.py:336(__init__)
15966/12165    0.014    0.000    0.265    0.000 xmlchildcontainer.py:81(_check_if_group_requires_elements)
 6425/535    0.014    0.000    0.271    0.001 xmlchildcontainer.py:278(_populate_children)
    14463    0.014    0.000    0.017    0.000 core.py:1(cap_first)
     8527    0.014    0.000    0.019    0.000 xmlelement.py:270(find_child)
    42739    0.013    0.000    0.014    0.000 xsdtree.py:54(<listcomp>)
102722/102718    0.013    0.000    0.013    0.000 {built-in method builtins.len}
        4    0.012    0.003    0.012    0.003 sre_compile.py:276(_optimize_charset)
    85828    0.012    0.000    0.012    0.000 {built-in method builtins.issubclass}
     6634    0.012    0.000    0.037    0.000 xsdelement.py:29(add_xml_element)
     7583    0.011    0.000    0.116    0.000 xsdsimpletype.py:109(_populate_permitted)
    20417    0.011    0.000    0.014    0.000 chord.py:445(get_parent)
     8825    0.011    0.000    0.014    0.000 core.py:40(replace_key_underline_with_hyphen)
    51840    0.011    0.000    0.011    0.000 xsdtree.py:138(xsd_element_class_name)
     4857    0.010    0.000    0.039    0.000 tree.py:88(previous)
    20362    0.010    0.000    0.015    0.000 copyreg.py:94(__newobj__)
    14811    0.010    0.000    0.010    0.000 util.py:61(<listcomp>)
    21938    0.010    0.000    0.013    0.000 xmlchildcontainer.py:553(<listcomp>)
    15474    0.009    0.000    0.009    0.000 {built-in method _abc._abc_instancecheck}
     6011    0.009    0.000    0.223    0.000 xmlelement.py:66(_check_required_attributes)
     7583    0.009    0.000    0.059    0.000 xsdtree.py:189(get_pattern)
2939/1120    0.009    0.000    0.094    0.000 core.py:174(_get_music_tree_descendent)
    51973    0.009    0.000    0.009    0.000 {method 'extend' of 'list' objects}
     3315    0.009    0.000    0.009    0.000 chord.py:554(<listcomp>)
7583/7580    0.009    0.000    0.076    0.000 xsdsimpletype.py:129(value)
     9735    0.009    0.000    0.017    0.000 quarterduration.py:265(_convert_other)
4278/4275    0.008    0.000    0.057    0.000 xsdsimpletype.py:249(value)
    39394    0.008    0.000    0.008    0.000 {built-in method builtins.hasattr}
     2939    0.008    0.000    0.015    0.000 core.py:33(_check_args_kwargs)
    13646    0.008    0.000    0.010    0.000 beat.py:408(get_children)
  12021/5    0.008    0.000    0.579    0.116 xmlelement.py:188(et_xml_element)
     8527    0.007    0.000    0.020    0.000 xmlelement.py:85(<listcomp>)
     6634    0.007    0.000    0.007    0.000 xmlchildcontainer.py:419(<listcomp>)
     6996    0.007    0.000    0.009    0.000 note.py:221(xml_object)
     4239    0.007    0.000    0.120    0.000 xsdcomplextype.py:14(__init__)
     7583    0.007    0.000    0.019    0.000 xsdsimpletype.py:112(_populate_forced_permitted)
     6738    0.007    0.000    0.020    0.000 quarterduration.py:220(__eq__)
     8044    0.007    0.000    0.009    0.000 chord.py:438(get_children)
     7583    0.007    0.000    0.011    0.000 xsdtree.py:231(get_union)
    15166    0.007    0.000    0.009    0.000 xsdsimpletype.py:93(<listcomp>)
     3408    0.007    0.000    0.018    0.000 accidental.py:266(get_pitch_parameters)
    16803    0.007    0.000    0.008    0.000 xmlchildcontainer.py:388(requirements_not_fulfilled)
    20362    0.007    0.000    0.007    0.000 {method '_update' of 'dict' objects}
    14836    0.007    0.000    0.011    0.000 xsdtree.py:91(is_simple_type)
     1272    0.006    0.000    0.364    0.000 xmlelement.py:53(_check_attribute)
    10098    0.006    0.000    0.008    0.000 accidental.py:259(get_parent)
     3434    0.006    0.000    0.008    0.000 quarterduration.py:62(value)
     2939    0.006    0.000    0.038    0.000 core.py:77(_get_kwargs)
    15811    0.006    0.000    0.006    0.000 {method 'replace' of 'str' objects}
     6011    0.006    0.000    0.011    0.000 xmlelement.py:73(_check_required_value)
    13685    0.006    0.000    0.008    0.000 xsdtree.py:97(is_complex_type)
     2997    0.006    0.000    0.031    0.000 xmlelement.py:68(<listcomp>)
      105    0.006    0.000    5.987    0.057 beat.py:210(_update_tuplets)
     7780    0.006    0.000    0.006    0.000 ElementPath.py:196(select)
    17801    0.005    0.000    0.007    0.000 xsdtree.py:57(_check_child_to_be_added)
    15474    0.005    0.000    0.015    0.000 abc.py:117(__instancecheck__)
    25328    0.005    0.000    0.005    0.000 xmlelement.py:207(value_)
     1649    0.005    0.000    0.012    0.000 core.py:55(_check_child_to_be_added)
    20396    0.005    0.000    0.005    0.000 xmlelement.py:161(attributes)
     2665    0.005    0.000    0.047    0.000 xsdsimpletype.py:156(value)
    24712    0.005    0.000    0.005    0.000 xmlelement.py:229(xsd_check)
    20364    0.005    0.000    0.005    0.000 {built-in method __new__ of type object at 0x10e2d93b8}
     2074    0.005    0.000    0.190    0.000 core.py:27(__init__)
     4239    0.005    0.000    0.109    0.000 xsdcomplextype.py:26(_check_value)
     6634    0.005    0.000    0.030    0.000 xmlchildcontainer.py:462(<listcomp>)
      105    0.005    0.000    1.716    0.016 beat.py:457(_beam_chord_group)
    29674    0.005    0.000    0.005    0.000 {method 'items' of 'dict' objects}
      310    0.005    0.000    0.026    0.000 xmlchildcontainer.py:466(<listcomp>)
     6805    0.005    0.000    0.012    0.000 chord.py:272(notes)
    22764    0.004    0.000    0.004    0.000 xmlelement.py:175(child_container_tree)
     1272    0.004    0.000    0.010    0.000 core.py:13(convert_to_xsd_class_name)
      413    0.004    0.000    8.864    0.021 chord.py:178(finalize)
 1975/691    0.004    0.000    0.052    0.000 chord.py:280(offset)
      413    0.004    0.000    4.891    0.012 note.py:38(__init__)
     1799    0.004    0.000    0.012    0.000 quarterduration.py:151(__add__)
      413    0.004    0.000    4.904    0.012 chord.py:161(_update_notes)
     1272    0.004    0.000    0.018    0.000 xmlelement.py:56(<listcomp>)
     9685    0.004    0.000    0.016    0.000 accidental.py:214(parent_midi)
     6425    0.004    0.000    0.006    0.000 xmlchildcontainer.py:279(<listcomp>)
     2939    0.004    0.000    0.005    0.000 core.py:35(_get_default_keys)
      826    0.004    0.000    0.495    0.001 note.py:259(_update_xml_notations)
      413    0.004    0.000    0.579    0.001 note.py:112(_update_xml_pitch_or_rest)
     4239    0.004    0.000    0.112    0.000 xsdcomplextype.py:39(value)
     7753    0.004    0.000   15.548    0.002 {built-in method builtins.next}
     7780    0.004    0.000    0.004    0.000 {method 'iter' of 'xml.etree.ElementTree.Element' objects}
     1272    0.003    0.000    0.018    0.000 xmlelement.py:55(<listcomp>)
      402    0.003    0.000    0.034    0.000 beat.py:329(add_child)
     7674    0.003    0.000    0.007    0.000 xmlelement.py:237(xsd_check)
      413    0.003    0.000    1.514    0.004 note.py:98(_update_xml_duration)
    12022    0.003    0.000    0.003    0.000 xmlelement.py:112(<dictcomp>)
    10265    0.003    0.000    0.003    0.000 {method 'index' of 'list' objects}
    11810    0.003    0.000    0.003    0.000 xmlwrapper.py:10(xml_object)
    16541    0.003    0.000    0.003    0.000 quarterduration.py:45(value)
    14463    0.003    0.000    0.003    0.000 {method 'upper' of 'str' objects}
      402    0.003    0.000    0.014    0.000 beat.py:113(_add_child)
      413    0.003    0.000    1.805    0.004 midi.py:34(_update_pitch_parameters)
      105    0.003    0.000    0.148    0.001 measure.py:62(_update_accidentals)
     1272    0.003    0.000    0.026    0.000 xsdattribute.py:60(type_)
     4392    0.003    0.000    0.003    0.000 xmlchildcontainer.py:566(<listcomp>)
     3861    0.003    0.000    0.003    0.000 beat.py:415(get_parent)
      588    0.003    0.000    1.514    0.003 beat.py:466(add_beam)
     2798    0.003    0.000    0.004    0.000 measure.py:351(get_children)
      105    0.003    0.000    0.136    0.001 beat.py:197(_update_dots)
      210    0.003    0.000    1.565    0.007 beat.py:211(add_bracket_to_notes)
     1587    0.003    0.000    0.005    0.000 xmlelement.py:282(find_children)
      413    0.002    0.000    0.050    0.000 measure.py:358(get_divisions)
      105    0.002    0.000    3.891    0.037 part.py:250(add_measure)
    11339    0.002    0.000    0.002    0.000 xmlchildcontainer.py:356(chosen_child)
      413    0.002    0.000    3.698    0.009 chord.py:40(__init__)
     1272    0.002    0.000    0.099    0.000 xsdattribute.py:75(__call__)
      815    0.002    0.000    0.257    0.000 note.py:82(_update_xml_accidental)
    11196    0.002    0.000    0.002    0.000 quarterduration.py:289(quarter_duration)
     3434    0.002    0.000    0.011    0.000 quarterduration.py:19(__init__)
     1980    0.002    0.000    0.003    0.000 measure.py:266(xml_object)
      402    0.002    0.000    3.999    0.010 part.py:207(add_chord)
     8825    0.002    0.000    0.002    0.000 xmlelement.py:150(<dictcomp>)
     1900    0.002    0.000    0.860    0.000 xmlchildcontainer.py:548(get_required_element_names)
     3265    0.002    0.000    0.003    0.000 voice.py:106(get_children)
     1756    0.002    0.000    0.011    0.000 accidental.py:226(sign)
     3168    0.002    0.000    0.003    0.000 voice.py:113(get_parent)
     1025    0.002    0.000    0.004    0.000 voice.py:48(number)
      691    0.002    0.000    0.006    0.000 quarterduration.py:193(__radd__)
 1361/523    0.002    0.000    0.007    0.000 core.py:159(get_chords)
     1415    0.002    0.000    0.006    0.000 beat.py:289(is_filled)
      826    0.002    0.000    2.766    0.003 note.py:210(quarter_duration)
      413    0.002    0.000    0.718    0.002 note.py:186(midi)
      413    0.002    0.000    0.475    0.001 chord.py:119(_update_xml_technicals)
      477    0.002    0.000    0.005    0.000 core.py:5(get_cleaned_token)
     1008    0.002    0.000    0.020    0.000 xsdsimpletype.py:200(value)
      506    0.002    0.000    0.045    0.000 voice.py:95(add_chord)
      413    0.002    0.000    0.838    0.002 accidental.py:159(__init__)
      105    0.002    0.000    0.442    0.004 measure.py:147(_update_xml_backup_note_direction)
     2666    0.002    0.000    0.002    0.000 staff.py:124(get_parent)
      640    0.002    0.000    0.012    0.000 xsdsimpletype.py:227(value)
      413    0.002    0.000    1.114    0.003 note.py:136(_update_xml_type)
        1    0.002    0.002    0.002    0.002 {method '__exit__' of '_io._IOBase' objects}
      413    0.002    0.000    0.005    0.000 chord.py:145(_update_xml_lyrics)
      413    0.002    0.000    0.009    0.000 note.py:57(_set_quarter_duration)
      413    0.002    0.000    0.489    0.001 chord.py:93(_update_xml_articulations)
      112    0.002    0.000    0.010    0.000 xmlchildcontainer.py:448(<listcomp>)
      815    0.002    0.000    0.005    0.000 accidental.py:175(xml_object)
      931    0.002    0.000    0.010    0.000 quarterduration.py:282(_set_quarter_duration)
     2823    0.002    0.000    1.558    0.001 {built-in method builtins.setattr}
      826    0.002    0.000    0.015    0.000 xsdsimpletype.py:177(value)
     1748    0.002    0.000    0.002    0.000 staff.py:117(get_children)
1924/1015    0.002    0.000    0.093    0.000 core.py:253(get_voice)
      413    0.002    0.000    3.661    0.009 chord.py:59(_set_midis)
      413    0.002    0.000    1.687    0.004 note.py:143(_update_xml_voice)
      413    0.002    0.000    0.226    0.001 chord.py:120(get_note_xml_technical)
     2474    0.002    0.000    0.002    0.000 measure.py:364(get_parent)
      826    0.002    0.000    0.129    0.000 accidental.py:248(show)
      413    0.001    0.000    0.237    0.001 chord.py:94(_get_note_xml_articulations)
      365    0.001    0.000    0.008    0.000 beat.py:205(<listcomp>)
     3229    0.001    0.000    0.002    0.000 xmlchildcontainer.py:286(<listcomp>)
        1    0.001    0.001    1.863    1.863 xmlelement.py:354(to_string)
      422    0.001    0.000    0.286    0.001 xmlchildcontainer.py:501(duplicate)
      113    0.001    0.000    0.003    0.000 ElementTree.py:1334(XML)
      422    0.001    0.000    0.291    0.001 xmlchildcontainer.py:246(_duplicate_parent_in_path)
        1    0.001    0.001   27.237   27.237 profile_tuplets.py:11(p)
      590    0.001    0.000    0.002    0.000 quarterduration.py:169(__hash__)
     1587    0.001    0.000    0.001    0.000 xmlelement.py:290(<listcomp>)
      908    0.001    0.000    0.007    0.000 voice.py:120(get_current_beat)
      105    0.001    0.000    0.530    0.005 time.py:103(_update_signature_objects)
      391    0.001    0.000    0.003    0.000 note.py:295(remove_tie)
      422    0.001    0.000    0.274    0.001 xmlchildcontainer.py:235(_create_empty_copy)
      413    0.001    0.000    3.732    0.009 midi.py:19(__init__)
      105    0.001    0.000   17.551    0.167 measure.py:169(finalize)
      422    0.001    0.000    0.010    0.000 xmlchildcontainer.py:148(_add_duplication_parent)
     1025    0.001    0.000    0.002    0.000 voice.py:68(xml_object)
  477/474    0.001    0.000    0.024    0.000 xsdsimpletype.py:270(value)
     1893    0.001    0.000    0.002    0.000 xmlchildcontainer.py:360(chosen_child)
     5577    0.001    0.000    0.001    0.000 midi.py:99(value)
      113    0.001    0.000    0.001    0.000 {method 'feed' of 'xml.etree.ElementTree.XMLParser' objects}
     1272    0.001    0.000    0.003    0.000 core.py:24(<listcomp>)
      413    0.001    0.000    0.126    0.000 chord.py:171(_update_xml_chord)
     1148    0.001    0.000    0.001    0.000 clef.py:82(xml_object)
      413    0.001    0.000    1.058    0.003 midi.py:46(_update_pitch_or_rest)
      826    0.001    0.000    1.809    0.002 accidental.py:167(_update_parent_midi)
      804    0.001    0.000    0.009    0.000 numbers.py:91(__sub__)
      105    0.001    0.000    0.540    0.005 measure.py:315(add_staff)
      105    0.001    0.000   16.708    0.159 beat.py:386(finalize)
     1015    0.001    0.000    0.019    0.000 core.py:242(get_staff)
      413    0.001    0.000    1.853    0.004 midi.py:142(add_child)
      413    0.001    0.000    0.117    0.000 note.py:85(_update_xml_dots)
      699    0.001    0.000    0.001    0.000 quarterduration.py:184(__neg__)
      105    0.001    0.000    0.008    0.000 voice.py:131(update_beats)
  838/523    0.001    0.000    0.004    0.000 core.py:167(<listcomp>)
      435    0.001    0.000    0.216    0.000 chord.py:225(_update_tie)
     1819    0.001    0.000    0.001    0.000 core.py:48(<dictcomp>)
      931    0.001    0.000    0.143    0.000 quarterduration.py:278(__init__)
      413    0.001    0.000    2.641    0.006 chord.py:205(_update_notes_quarter_duration)
      413    0.001    0.000    0.136    0.000 note.py:133(_update_xml_staff)
      104    0.001    0.000    0.042    0.000 key.py:21(fifths)
      413    0.001    0.000    0.004    0.000 chord.py:458(get_staff_number)
      826    0.001    0.000    0.040    0.000 accidental.py:171(_update_xml_object)
      506    0.001    0.000    0.101    0.000 measure.py:303(add_chord)
      413    0.001    0.000    0.005    0.000 chord.py:464(get_voice_number)
      413    0.001    0.000    2.670    0.006 midi.py:74(accidental)
  630/105    0.001    0.000    0.003    0.000 core.py:95(get_quantized)
      113    0.001    0.000    0.005    0.000 xmlchildcontainer.py:127(__init__)
      105    0.001    0.000    1.346    0.013 measure.py:23(__init__)
    212/1    0.001    0.000   17.551   17.551 finalupdate_mixin.py:9(finalize)
      209    0.001    0.000    0.875    0.004 key.py:14(__init__)
      104    0.001    0.000    0.046    0.000 clef.py:54(sign)
      105    0.001    0.000    0.560    0.005 measure.py:33(_set_attributes)
      132    0.001    0.000    0.001    0.000 {built-in method fromkeys}
      826    0.001    0.000    0.001    0.000 midi.py:155(get_parent)
      104    0.001    0.000    0.042    0.000 clef.py:23(line)
      413    0.001    0.000    0.006    0.000 accidental.py:205(mode)
      507    0.001    0.000    0.068    0.000 measure.py:333(add_voice)
      413    0.001    0.000    1.059    0.003 midi.py:103(value)
      105    0.001    0.000    6.126    0.058 beat.py:245(_update_note_tuplets_and_dots)
     3821    0.001    0.000    0.001    0.000 midi.py:70(accidental)
      413    0.001    0.000    0.006    0.000 note.py:289(get_voice_number)
      413    0.001    0.000    3.654    0.009 chord.py:73(<listcomp>)
      413    0.001    0.000    0.001    0.000 midi.py:92(parent_note)
      413    0.001    0.000    0.007    0.000 chord.py:293(quarter_duration)
      413    0.001    0.000    0.001    0.000 numbers.py:283(__float__)
      413    0.001    0.000    0.005    0.000 note.py:283(get_staff_number)
      105    0.001    0.000    0.021    0.000 measure.py:56(_set_time)
      403    0.001    0.000    0.001    0.000 part.py:320(set_current_measure)
      413    0.001    0.000    0.001    0.000 chord.py:76(_update_xml_directions)
      105    0.001    0.000    0.133    0.001 beat.py:422(_split_not_writable_chords)
      208    0.001    0.000    0.002    0.000 measure.py:224(number)
     1248    0.001    0.000    0.002    0.000 core.py:113(get_quantized)
      105    0.001    0.000    0.032    0.000 measure.py:198(update_divisions)
      105    0.001    0.000    0.013    0.000 measure.py:270(add_child)
      105    0.001    0.000    0.025    0.000 measure.py:44(_set_key)
     1129    0.001    0.000    0.001    0.000 staff.py:43(number)
      105    0.001    0.000    0.011    0.000 measure.py:37(_set_clefs)
      104    0.001    0.000    0.802    0.008 clef.py:86(__copy__)
      105    0.001    0.000    0.001    0.000 ElementPath.py:226(prepare_predicate)
      413    0.001    0.000    0.004    0.000 chord.py:452(get_parent_measure)
      413    0.001    0.000    0.121    0.000 note.py:348(update_dots)
      105    0.001    0.000    0.008    0.000 staff.py:66(add_child)
     1239    0.001    0.000    0.001    0.000 quarterduration.py:34(denominator)
      413    0.001    0.000    0.006    0.000 chord.py:364(add_child)
     3006    0.001    0.000    0.001    0.000 accidental.py:184(mode)
      105    0.001    0.000    0.696    0.007 time.py:14(__init__)
      413    0.001    0.000    0.001    0.000 midi.py:94(<listcomp>)
     2180    0.001    0.000    0.001    0.000 chord.py:248(midis)
     2065    0.001    0.000    0.001    0.000 note.py:202(parent_chord)
      402    0.001    0.000    0.001    0.000 quarterduration.py:306(_check_quarter_duration_value)
      105    0.001    0.000    0.001    0.000 time.py:26(_calculate_actual_signatures)
      826    0.001    0.000    0.001    0.000 quarterduration.py:78(as_integer_ratio)
      413    0.001    0.000    0.001    0.000 note.py:50(_check_xml_duration_value)
      105    0.001    0.000    0.255    0.002 staff.py:20(__init__)
      413    0.001    0.000    0.004    0.000 note.py:277(get_parent_measure)
      105    0.001    0.000    0.261    0.002 voice.py:18(__init__)
  315/105    0.001    0.000    0.002    0.000 core.py:144(get_beats)
      105    0.001    0.000    0.665    0.006 clef.py:14(__init__)
     2054    0.001    0.000    0.001    0.000 accidental.py:240(show)
      517    0.001    0.000    0.001    0.000 chord.py:237(is_rest)
      402    0.000    0.000    0.001    0.000 part.py:297(get_current_measure)
     2054    0.000    0.000    0.000    0.000 note.py:177(midi)
      826    0.000    0.000    0.001    0.000 quarterduration.py:23(numerator)
      105    0.000    0.000    0.002    0.000 beat.py:267(_get_actual_notes)
      413    0.000    0.000    1.854    0.004 accidental.py:222(parent_midi)
      210    0.000    0.000    0.010    0.000 voice.py:60(number)
      104    0.000    0.000    0.003    0.000 staff.py:143(get_last_pitch_steps_with_accidentals)
      954    0.000    0.000    0.001    0.000 core.py:6(<genexpr>)
      105    0.000    0.000    0.021    0.000 measure.py:50(_set_staves)
